gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
RPL31P53	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
SNRPCP6	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
RPS3AP42	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
XXBAC-BPGBPG34I8.2	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
PSMA6P4	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
UQCRBP1	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
RP11-336F14.1	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
RP11-360O19.5	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
TVP23BP2	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
SSR1P2	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
RP11-9M16.3	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
RP11-36C20.1	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
RP13-122B23.9	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
RPL36P16	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
RP11-708J19.3	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
RPL7P17	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
OR51B3P	1.248678534	-2.262144654	1.602073523	0.12879451	0.598741025	-4.63621527
ZNF35	1.248335049	3.22936002	2.450756346	0.026199566	0.318022841	-3.627267416
NAA50	1.248121886	4.404980866	2.709989764	0.015504307	0.248562679	-3.18769353
IQCF1	1.247960564	0.314368572	1.829403116	0.086132944	0.522763832	-4.365289227
OR2AE1	1.247730936	-1.191660364	1.281335621	0.218427431	0.714083381	-4.97008577
NME2	1.247104752	5.127637594	2.529030116	0.022391161	0.295243328	-3.522774435
DPM3	1.246873605	2.310317968	2.384331522	0.029904648	0.335457591	-3.678012694
ISCA1P4	1.246628861	-1.794252167	1.329277987	0.202494091	0.69982935	-4.944204655
SNX12	1.246535216	5.630817545	2.253634189	0.038676104	0.376899486	-4.007485057
SMCO4	1.246036228	1.136244308	1.924244713	0.072390295	0.490744365	-4.312951013
DYRK1B	1.245599753	3.813089014	2.534745865	0.022134728	0.294106741	-3.499921606
ZSWIM4	1.245348877	5.105453577	2.712237112	0.015433165	0.247821474	-3.184530119
PSMC1P6	1.245050496	-0.994256268	1.34392329	0.197816087	0.69714622	-4.900725607
SREBF1	1.244933488	6.685592392	2.25019292	0.03893664	0.378943006	-3.993422223
STRA8	1.24474257	-0.860438099	1.243776814	0.231586987	0.728533531	-5.014568872
PPP1R37	1.244683704	6.3651097	2.520338293	0.02278654	0.29701883	-3.521699971
RP11-23J18.1	1.24404455	-0.146890414	1.441122869	0.168931849	0.666459973	-4.836878421
GEMIN8P3	1.24390387	-1.53009175	1.437685837	0.169890802	0.66814867	-4.802382223
AL022344.2	1.24390387	-1.53009175	1.437685837	0.169890802	0.66814867	-4.802382223
MTCO1P55	1.24390387	-1.53009175	1.437685837	0.169890802	0.66814867	-4.802382223
PHBP11	1.24390387	-1.53009175	1.437685837	0.169890802	0.66814867	-4.802382223
HLA-C	1.243865164	7.929248272	2.087941233	0.053235594	0.436014621	-4.233209467
RFWD2P1	1.243658731	0.034234623	1.477562238	0.159036554	0.648537532	-4.810058934
GNGT1	1.243426443	0.483963015	1.724169887	0.104038413	0.559152191	-4.532780368
STSP1	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
FAM218BP	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
IFNA5	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
TBL1YP1	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RPL23AP90	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
HMGB3P27	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
GOLGA6L3	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RPL7AP3	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
DUTP6	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
TAS2R10	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
CTD-2008P7.7	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
BTF3P6	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RP13-619I2.2	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
AC004854.5	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RPS10L	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RPS4XP18	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
SEPT14P12	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
BCL2L12P1	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
LL0XNC01-116E7.5	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
KB-1090H4.2	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RP11-123C21.1	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RP11-526I8.2	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RP11-511I11.2	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RP11-414H17.2	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RP11-393M18.5	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RP11-340I6.5	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RP11-326E7.1	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RP11-212P7.1	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RP11-151H2.3	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RP11-727A23.8	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
KRTAP1-4	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RP11-119F7.6	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
RP1-48J14.1	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
PSMC1P13	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
OR51A3P	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
OR4R2P	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
MTCO2P8	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
MRPL30P1	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
TSPY15P	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
TRAJ24	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
AC018693.5	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
ZYXP1	1.243407817	-2.262144654	1.604363517	0.128287461	0.598741025	-4.633220725
PFN1P8	1.243342918	-0.557943414	1.173843243	0.257721774	0.754778675	-5.102982155
CLSTN1	1.243152794	6.449440766	2.551444783	0.021401466	0.29044255	-3.463402638
VPS18	1.242912686	5.606286878	2.509135941	0.023305919	0.299399919	-3.554433803
ATPIF1	1.242881921	2.299203448	2.255134262	0.038563043	0.376761397	-3.900144395
MRM1	1.242738308	2.875504219	2.528740234	0.022404241	0.295243328	-3.465430098
PGAM1	1.242719162	5.341625224	2.539527073	0.021922372	0.293704593	-3.501985776
IKBKE	1.242366721	3.60049428	2.724997591	0.015035141	0.245395236	-3.141933626
LRRC47	1.24203594	5.757239754	2.794987168	0.013022177	0.230128118	-3.022833321
TSTA3	1.241716199	4.394661467	2.766698761	0.013802275	0.235566042	-3.081233751
GPR78	1.241677424	4.03990797	1.973412224	0.066068862	0.473862066	-4.473967184
RASGEF1A	1.241575081	3.457543868	2.176463955	0.044925485	0.406066527	-4.117401974
GJB3	1.241518317	3.251439396	2.475068082	0.024955406	0.310405432	-3.584832285
MDH2	1.241364661	5.099468095	2.788612814	0.013194147	0.231887962	-3.041100693
SMARCA4	1.241334126	6.176050822	2.8564172	0.011472415	0.216300142	-2.90042493
APCS	1.241069009	-1.73382382	1.344875533	0.197514946	0.697044681	-4.922430748
FCHO1	1.241033086	4.031772451	2.686943416	0.016252325	0.254081383	-3.225046666
GDF7	1.240871344	4.223568024	1.562481525	0.137833969	0.612395118	-5.094300123
GNMT	1.240809918	0.524131032	1.840907816	0.084350755	0.519006791	-4.37018978
TSPAN17	1.240455832	5.020770434	2.485762294	0.024426046	0.306847459	-3.601928063
TRPV6	1.240274201	3.98117159	2.527352118	0.022466979	0.295627854	-3.517830015
INSL3	1.240051673	0.398612669	1.575982068	0.134693039	0.607546854	-4.724284806
OPLAH	1.239511848	4.408866332	2.591810783	0.019723444	0.279310724	-3.406913129
HNRNPCP1	1.239459641	-0.32052711	1.484288565	0.157263532	0.644629205	-4.769295694
PPP1R2P9	1.239363654	-0.7376105	1.531354985	0.145311889	0.625137387	-4.686368754
RPL26P3	1.239046771	-1.73382382	1.330054263	0.202243934	0.699677323	-4.939239752
PDXP	1.239006787	2.766830828	2.299781595	0.035335632	0.361338594	-3.863039952
LGALSL	1.238974515	2.481510267	1.934467591	0.071032876	0.488103563	-4.443519401
NADK	1.238511874	5.3998231	2.721994954	0.0151279	0.245927578	-3.16406378
APMAP	1.238465866	4.754199039	2.146909992	0.047556829	0.417220934	-4.196200419
PPP1R13L	1.238412705	5.416509615	2.847377735	0.011688681	0.217239312	-2.927570783
MCIDAS	1.238161246	0.906162393	1.714490961	0.105838015	0.562182692	-4.594617568
DMRTA2	1.237936369	1.362921289	1.942514022	0.069980576	0.484537848	-4.310519972
CKAP4	1.237708621	5.572231339	2.513321204	0.023110573	0.29830416	-3.547246052
OR51K1P	1.237036173	-0.594306776	1.548190097	0.141226091	0.618816836	-4.672086058
LINC00493	1.236405385	0.602296388	1.82590757	0.086681001	0.523412	-4.400443166
UBE2H	1.235578874	5.447575436	2.755753254	0.014116078	0.238356184	-3.100292271
TUFT1	1.235555368	4.89018349	2.82534626	0.012232481	0.221846708	-2.972387012
RP11-89K18.1	1.235503616	-1.235835959	1.352606087	0.195083794	0.695149316	-4.891596559
UNC13D	1.235224698	5.663633222	2.414496718	0.028164669	0.328623163	-3.724122417
CABP2	1.23507441	-0.086462067	1.318947231	0.205846783	0.703804433	-4.98579538
TSPY22P	1.235028906	-1.73382382	1.408664913	0.178167181	0.679871042	-4.848460227
AC011242.5	1.235028906	-1.73382382	1.408664913	0.178167181	0.679871042	-4.848460227
RPS2P46	1.234964572	-0.614782901	1.502631074	0.152511855	0.637417429	-4.727875825
PTOV1	1.234725719	5.832943814	2.765226573	0.013844087	0.236012542	-3.077840444
ZNF764	1.234708049	3.289158371	2.698198179	0.015882789	0.251201854	-3.178752604
CBX8	1.234383123	3.6971385	2.400890454	0.028937343	0.331519591	-3.737235135
C4ORF19	1.233756267	2.42153212	1.743261902	0.100566619	0.553973195	-4.728815375
NUDT16L1	1.233301097	3.456337472	2.583720838	0.020049341	0.281567089	-3.397514691
HMGB3P31	1.233099571	-1.265931333	1.591904709	0.131066736	0.602415568	-4.602774362
RP11-534L6.3	1.233099571	-1.265931333	1.591904709	0.131066736	0.602415568	-4.602774362
CSK	1.233057547	4.990258193	2.872195851	0.011104195	0.212705029	-2.883177304
XPO6	1.233012696	6.36968478	2.420590805	0.027824946	0.327711616	-3.701223067
TIMM8B	1.232464817	2.830139123	2.467789625	0.025321887	0.312975331	-3.571889452
RAB1B	1.232339432	6.725814764	2.437780548	0.02688741	0.322045736	-3.662818313
ANP32D	1.232314227	-1.265931333	1.596334659	0.130072706	0.600461279	-4.597098307
AC006335.11	1.232314227	-1.265931333	1.596334659	0.130072706	0.600461279	-4.597098307
HNRNPA1P50	1.232314227	-1.265931333	1.596334659	0.130072706	0.600461279	-4.597098307
RPL21P129	1.232072296	-2.262144654	1.312173107	0.208069121	0.704798354	-4.989847656
CCDC58P1	1.232072296	-2.262144654	1.312173107	0.208069121	0.704798354	-4.989847656
EIF5AP3	1.231976062	-0.617340895	1.345394313	0.197351039	0.696932718	-4.914280727
RPL23	1.231941423	6.979059638	2.573080403	0.020485821	0.284885819	-3.412315369
SERPINB13	1.231761938	1.508012158	1.275844278	0.220313915	0.715173829	-5.236079706
AIFM1P1	1.231273015	-0.586792128	1.526245522	0.146571392	0.627071915	-4.700034026
RP11-453D16.2	1.231207135	-1.794252167	1.328787706	0.202652213	0.69982935	-4.944758663
RP11-183E9.2	1.231207135	-1.794252167	1.328787706	0.202652213	0.69982935	-4.944758663
CTD-2200P10.3	1.231207135	-1.794252167	1.328787706	0.202652213	0.69982935	-4.944758663
HMGA1P3	1.231207135	-1.794252167	1.328787706	0.202652213	0.69982935	-4.944758663
SYNDIG1	1.230914258	2.248636557	1.820786925	0.087489422	0.525652555	-4.595559296
RP11-386M24.4	1.230715771	-0.566531798	1.243334821	0.231745451	0.728533531	-5.029831489
OR11G2	1.230405709	-1.73382382	1.41067571	0.177583303	0.679871042	-4.846086251
COX6CP13	1.230405709	-1.73382382	1.41067571	0.177583303	0.679871042	-4.846086251
RP11-632K21.7	1.230405709	-1.73382382	1.41067571	0.177583303	0.679871042	-4.846086251
RP11-1094M14.7	1.230405709	-1.73382382	1.41067571	0.177583303	0.679871042	-4.846086251
AC009362.2	1.230405709	-1.73382382	1.41067571	0.177583303	0.679871042	-4.846086251
ARPC4	1.229860065	5.865709782	2.664792745	0.017003908	0.259107394	-3.264998101
HINT2	1.229852681	1.843099366	2.146713341	0.047574804	0.417232692	-4.036931874
TBC1D3P2	1.229293219	0.147365377	1.255370728	0.227460396	0.724111499	-5.082417145
VPS37B	1.228533385	5.409774337	2.674883931	0.016657457	0.256497126	-3.251878686
PI4K2A	1.228480775	4.403575647	2.738380939	0.014628328	0.242349028	-3.134523375
MUC20P1	1.228264589	1.461748779	1.246665685	0.230553344	0.727456906	-5.263108291
PES1P1	1.227827273	0.310981908	1.441320354	0.168876885	0.666388481	-4.885244913
PTPMT1	1.227588059	1.463504866	1.760452164	0.09752764	0.546458734	-4.595398601
CENPA	1.227532209	1.31697938	2.072962721	0.054773755	0.442208973	-4.100443758
MYL12B	1.227416882	4.501299334	2.676095047	0.016616336	0.256286106	-3.251736056
BNIP3P3	1.227060265	-1.407264151	1.144298281	0.269415531	0.761993918	-5.118925179
CMAS	1.226917338	2.602916044	2.4945212	0.024000437	0.30432796	-3.507240051
TOP2B	1.226542987	5.230503107	2.759462323	0.014008977	0.237330923	-3.095204708
CORO1B	1.22647817	6.562547545	2.755795815	0.014114845	0.238356184	-3.083111354
CLCN2	1.226106502	4.076819588	2.603992258	0.01924226	0.276307566	-3.379604688
HIST1H3A	1.22608583	6.634982441	2.014003054	0.061230321	0.45850182	-4.390563621
GALNT9	1.225850348	2.841429179	2.096497439	0.052374781	0.433815839	-4.212992566
DUX4L29	1.225822366	-0.713424382	0.977835209	0.342783508	0.821412118	-5.279442086
TEX264	1.225325192	4.95860733	2.589833879	0.019802611	0.280242737	-3.412214156
RP5-879K22.1	1.224788168	-1.388758932	1.337119534	0.199978462	0.69719736	-4.913401169
RP1-102G20.4	1.224361378	-1.239911466	1.309019778	0.209110096	0.704798354	-4.94058279
AKR1C8P	1.224251106	-0.477038943	1.135821377	0.272843329	0.765613149	-5.146669395
DUX4L31	1.223733978	-0.254688716	1.28716323	0.216439365	0.711745735	-5.005566784
MFAP2	1.223646216	3.232724961	1.825209966	0.086790744	0.523860816	-4.672495966
RP11-216N14.7	1.223633697	-0.282252403	1.306141685	0.210063816	0.704798354	-4.982007787
AC022210.2	1.223232031	-1.388758932	1.433491203	0.171067186	0.669264515	-4.801771335
LHX1	1.223231489	2.237663349	2.117590468	0.050306865	0.427855635	-4.124978293
MET	1.223096277	4.976776208	1.683423697	0.111798196	0.574497618	-4.927574243
RP11-435I10.3	1.222280385	-1.004328911	1.181295769	0.254833892	0.753974534	-5.075406434
UBQLN4P2	1.222100725	-1.034424285	1.271051114	0.221970999	0.71637581	-4.980509181
KHSRP	1.221702197	6.771072132	2.646386008	0.01765375	0.265167446	-3.282341958
MCAT	1.221286372	3.118487478	2.398921922	0.029050773	0.33182857	-3.713243101
TOB2P1	1.221239197	-1.034424285	1.184939468	0.253430954	0.752093352	-5.071090493
FAM86EP	1.221030467	0.914654095	1.480934713	0.158145526	0.64656737	-4.909451949
POLDIP2	1.220702903	4.942897708	2.520743052	0.022767981	0.29701883	-3.538693335
RP11-60C6.8	1.22066279	-1.360768159	1.224070023	0.238734553	0.734013452	-5.035601787
RP11-99E15.3	1.22066279	-1.360768159	1.224070023	0.238734553	0.734013452	-5.035601787
PTCH2	1.22056809	11.45372138	1.640445776	0.120520194	0.593306871	-4.792124949
SBK1	1.220492717	4.670173662	2.449214795	0.026280403	0.318173786	-3.668142686
EIF3KP1	1.219864882	-1.407264151	1.331498296	0.201779246	0.698869381	-4.920387899
CDC27P3	1.219301374	0.898760683	1.370030234	0.189692363	0.690532696	-5.044580273
CEACAM4	1.219255935	1.329519253	1.709650197	0.106748165	0.563703259	-4.652378003
RSPH14	1.219128525	0.282064694	1.53249378	0.145032412	0.62467449	-4.767549918
BMP8B	1.218892057	6.200605232	2.196497805	0.043218934	0.398035004	-4.096061629
TBC1D10B	1.218866283	5.362564715	2.741062754	0.014548096	0.241814059	-3.128673957
RP11-106M7.4	1.218692571	-1.157251884	1.363258383	0.191773273	0.690742869	-4.878217294
ALX1	1.218401211	-1.001770917	1.340883418	0.198779894	0.69719736	-4.903986566
C15ORF48	1.218287649	1.356612855	2.076892595	0.054366309	0.441063757	-4.098407022
ACTG1P15	1.217931063	-1.205502987	1.250042967	0.229349507	0.726334438	-5.004026774
ALYREF	1.217841575	4.4095074	2.409754527	0.028431733	0.329673381	-3.737076065
PROM2	1.217650622	6.549599866	2.47551657	0.024932989	0.310405432	-3.59897641
ARHGDIA	1.216968056	6.269644195	2.573065818	0.020486426	0.284885819	-3.427378669
LONRF2P1	1.216893719	-0.566531798	1.203649905	0.246319627	0.744356619	-5.071710173
FBXO27	1.216666713	3.601432561	2.314979335	0.034295853	0.356682837	-3.885151403
FBXO2	1.216475914	2.976438393	1.968173269	0.06671791	0.475747874	-4.431680327
SS18L2	1.216438777	1.058914251	1.84445368	0.083808095	0.51855012	-4.424248347
RGPD2	1.216019524	2.040255177	1.383091835	0.185730224	0.690532696	-5.175909679
THOC3	1.215613673	3.63476158	2.549501679	0.021485584	0.290860164	-3.467162225
ACRV1	1.215492529	0.001957052	1.642205152	0.12015199	0.593037754	-4.594820542
AGAP2	1.215374746	4.681443863	2.73807621	0.014637472	0.242349028	-3.136828928
RP11-495P10.9	1.215361664	-0.404722855	1.031138796	0.317888915	0.801064846	-5.252427924
RP3-461F17.3	1.215126224	1.565592437	2.066454743	0.055454634	0.444242434	-4.137852511
SQSTM1P1	1.21512574	-0.62893105	1.331721016	0.201707651	0.698741603	-4.929104728
GSTP1	1.214939252	6.682714244	1.918541648	0.073157632	0.492516071	-4.542336349
CH17-124M20.1	1.214746049	-1.685572717	1.252331363	0.228536596	0.72557641	-5.021841009
IFI27	1.214729304	4.1166813	2.628759273	0.018298341	0.270690847	-3.334654496
OR1K1	1.214047764	-0.818514971	1.254396149	0.22780505	0.724886613	-5.004894156
NRBF2P2	1.214041878	-1.265931333	1.410395572	0.177664553	0.679871042	-4.82557838
CAD	1.213818969	5.365317048	2.624745807	0.018448231	0.271680686	-3.345257734
TTTY25P	1.21379519	-1.103241244	1.115441511	0.281217916	0.775274364	-5.140369556
TOMM5	1.213525166	1.605062657	1.855527574	0.082133232	0.514004415	-4.471159123
BRD7P6	1.213434375	-0.772018979	1.21459977	0.24222955	0.738032374	-5.049177132
ZSWIM5P3	1.213020277	0.012300547	1.684616808	0.111564047	0.573911514	-4.538716661
RP11-1212A22.7	1.212944269	1.588013127	1.919254709	0.073061293	0.492356829	-4.372007413
RPS16P9	1.21281791	-1.360768159	1.29046837	0.21531819	0.710088832	-4.964307446
NAA10	1.21244666	4.515139274	2.38580983	0.029817069	0.33536351	-3.780674337
EI24	1.212389023	5.191185579	2.827864204	0.01216911	0.221386345	-2.966360056
DENND1C	1.211813895	4.193381069	2.774641714	0.013578786	0.234438645	-3.063723344
OPN1SW	1.211648389	0.667464925	1.871358786	0.079790507	0.509851839	-4.340725588
IL25	1.21091388	-0.206088123	1.118384675	0.279996804	0.773663246	-5.187084932
CLCN7	1.210741073	5.941313416	2.372637287	0.030606029	0.33927461	-3.794402213
